beam_width,wall_time_s,rate,exact_rate,gap_pct
1,0.2923393249511719,2006.8930838424326,2006.8930838424326,0.0
2,0.41388607025146484,2006.8930838424326,2006.8930838424326,0.0
4,0.4483177661895752,2006.8930838424326,2006.8930838424326,0.0
8,0.5904674530029297,2006.8930838424326,2006.8930838424326,0.0
16,1.9647307395935059,2006.8930838424326,2006.8930838424326,0.0
25,7.1379101276397705,2006.8930838424326,2006.8930838424326,0.0
32,18.770960092544556,2006.8930838424326,2006.8930838424326,0.0
