seed,heterogeneity_cv,budget_label,budget_fidelity,budget_cost,budget_rate,link_label,link_fidelity,link_cost,link_rate,link_feasible,rate_improvement_pct
21,0.6995341167517736,"beam.span.(((hop0.n3.XZ_YY+(hop1.n2.YY+(hop2.n2.YY+hop3.n2.YY)))+pump[YY](hop4.n2.XZ,hop4.n2.XZ))+pump[XZ](hop5.n2.YY,hop5.n3.YY_XZ))",0.9008673393449822,36,3346.040799434822,link.n3.XZ_YY,0.9356341859393574,36,2675.3066720870884,True,25.07129871673641
22,0.6271637079080684,beam.span.(hop0.n3.XZ_YY+(((hop1.n2.YY+(hop2.n2.YY+hop3.n2.YY))+hop4.n2.YY)+hop5.n3.XZ_YY)),0.900358255661614,28,3291.317833030177,link.n3.YY_XZ,0.9009920924779934,36,2470.6253274854325,True,33.21800745805652
23,0.5507486776147884,link.n2.YY,0.9020542050818559,24,6389.425335630081,link.n2.YY,0.9020542050818559,24,6389.425335630081,True,0.0
24,0.700162358240084,"beam.span.(pump[YY](hop0.n2.XZ,hop0.n2.XZ)+(hop1.n3.XZ_YY+((hop2.n2.YY+hop3.n2.YY)+(hop4.n2.YY+hop5.n2.YY))))",0.9013243149047896,30,4327.6985108285535,link.n3.YY_XZ,0.9164226364656161,36,3132.597808298195,True,38.15046730111853
25,0.576623230056912,"beam.span.(pump[ZX](hop0.n3.XZ_YY,hop0.n3.XZ_YY)+(((hop1.n2.YY+(hop2.n2.YY+hop3.n2.YY))+hop4.n3.XZ_YY)+pump[YY](hop5.n2.XZ,hop5.n2.XZ)))",0.9002261377213161,38,3149.1995919025953,link.n3.YY_XZ,0.9007849959711174,36,2871.7848240093936,True,9.66001232313407
26,0.29491469083916927,"beam.span.(pump[ZX](hop0.n2.YY,hop0.n3.XZ_YY)+(hop1.n3.XZ_YY+(hop2.n2.YY+(hop3.n2.YY+(hop4.n2.YY+hop5.n2.YY)))))",0.9001314465406363,32,3366.5572682104535,link.n3.YY_XZ,0.9099312500461383,36,2630.8030503283276,True,27.966906066583075
27,0.48360438744933876,"beam.span.(pump[ZX](hop0.n3.XZ_YY,hop0.n3.XZ_YY)+(hop1.n3.XZ_YY+(hop2.n2.YY+(hop3.n2.YY+(hop4.n2.YY+hop5.n2.YY)))))",0.9003186614438561,34,4505.725599383892,link.n3.YY_XZ,0.9046009088548111,36,3770.4524631817703,True,19.500925774347166
28,0.6844925686513246,"beam.span.((hop0.n3.XZ_YY+(hop1.n2.YY+(pump[YY]((hop2+hop3),(hop2+hop3))+hop4.n2.YY)))+pump[ZX](hop5.n2.YY,hop5.n2.YY))",0.9025038331042086,30,4974.430756170651,link.n3.XZ_YY,0.9362868510964191,36,4192.783557394957,True,18.642679453297227
29,0.622076780218827,link.n3.XZ_YY,0.9270294834673138,36,2761.5078680443357,link.n3.XZ_YY,0.9270294834673138,36,2761.5078680443357,True,0.0
30,0.4697649540611717,"beam.span.(((hop0.n2.XZ+(hop1.n2.XZ+(hop2.n2.XZ+hop3.n2.XZ)))+pump[ZX](hop4.n2.YY,hop4.n2.YY))+pump[ZX](hop5.n2.YY,hop5.n2.YY))",0.9019932013134678,32,2576.6582715732193,link.n3.XZ_YY,0.9355470005822965,36,2016.9405207428345,True,27.750830779295477
31,0.4051492646670538,"beam.span.(pump[YY]((hop0+hop1),(hop0+hop1))+((hop2.n2.YY+hop3.n2.YY)+(hop4.n2.YY+hop5.n2.YY)))",0.9019353965930521,24,9975.599734104282,link.n2.YY,0.9062609495843146,24,9898.863161725769,True,0.7752059112728915
32,0.42596490144750493,beam.span.(hop0.n3.XZ_YY+(hop1.n2.YY+(((hop2.n2.YY+hop3.n2.YY)+hop4.n2.YY)+hop5.n2.YY))),0.901820993004746,26,5857.039536695173,link.n3.ZX_YY,0.9032335137585096,36,4210.05417880371,True,39.12028890705288
33,0.4449367744248944,"beam.span.(pump[YY](hop0.n2.XZ,hop0.n2.XZ)+(((hop1.n2.YY+(hop2.n2.YY+hop3.n2.YY))+hop4.n2.YY)+hop5.n3.XZ_YY))",0.9031919316550345,30,3556.6999101440024,link.n3.YY_XZ,0.9138080012813284,36,2621.742951013115,True,35.661656256941356
