N,wall_time_s,exact_rate,exact_meets_floor,beam_rate,beam_meets_floor,gap_pct
2,0.037293195724487305,49999.99999999999,True,49999.99999999999,True,0.0
4,1.1709866523742676,24999.999999999996,True,24999.999999999996,True,0.0
