label,role,resource_cost,fidelity,success_prob,rate,pareto_f_vs_c,pareto_f_vs_r
beam.span.(((hop0+hop1)+(hop2+hop3))+((hop4+hop5)+((hop6+hop7)+(hop8+hop9)))),other,20,0.823416770152938,1.0,10000.0,True,True
beam.span.(((hop0+hop1)+(hop2+hop3))+(((hop4+hop5)+(hop6+hop7))+(hop8+hop9))),other,20,0.823416770152938,1.0,10000.0,True,True
beam.span.(((hop0+hop1)+((hop2+hop3)+(hop4+hop5)))+((hop6+hop7)+(hop8+hop9))),other,20,0.823416770152938,1.0,10000.0,True,True
beam.span.((((hop0+hop1)+(hop2+hop3))+(hop4+hop5))+((hop6+hop7)+(hop8+hop9))),other,20,0.823416770152938,1.0,10000.0,True,True
raw,other,20,0.8234167701529371,1.0,10000.0,False,False
beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3+((hop4+hop5)+((hop6+hop7)+(hop8+hop9))))),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3+(((hop4+hop5)+(hop6+hop7))+(hop8+hop9)))),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.YY+(hop1+hop2))+(((hop3+hop4)+((hop5+hop6)+(hop7+hop8)))+hop9)),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.YY+(hop1+hop2))+((((hop3+hop4)+(hop5+hop6))+(hop7+hop8))+hop9)),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.ZX+(hop1+hop2))+(hop3+((hop4+hop5)+((hop6+hop7)+(hop8+hop9))))),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.ZX+(hop1+hop2))+(hop3+(((hop4+hop5)+(hop6+hop7))+(hop8+hop9)))),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.ZX+(hop1+hop2))+(((hop3+hop4)+((hop5+hop6)+(hop7+hop8)))+hop9)),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.ZX+(hop1+hop2))+((((hop3+hop4)+(hop5+hop6))+(hop7+hop8))+hop9)),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
beam.span.((hop0.n2.XZ+(hop1+hop2))+(hop3+((hop4+hop5)+((hop6+hop7)+(hop8+hop9))))),other,22,0.8284091467271849,0.9738619417283947,9738.619417283946,True,True
end_optimistic.n2.YY,other,40,0.8601581249045729,0.7922727042601115,7922.727042601115,False,True
end_optimistic.n2.ZX,other,40,0.8601581249045729,0.7922727042601115,7922.727042601115,False,True
end_optimistic.n2.XZ,other,40,0.8601581249045729,0.7922727042601115,7922.727042601115,False,True
link.n2.YY,link_level_baseline,40,0.880003775215313,0.7673154458149268,7673.154458149268,True,True
link.n2.ZX,link_level_baseline,40,0.880003775215313,0.7673154458149268,7673.154458149268,True,True
link.n2.XZ,link_level_baseline,40,0.880003775215313,0.7673154458149268,7673.154458149268,True,True
end_optimistic.n3.YY_YY,other,60,0.823416770152938,0.6884090563901676,6884.0905639016755,False,False
end_optimistic.n3.ZX_XZ,other,60,0.823416770152938,0.6884090563901676,6884.0905639016755,False,False
end_optimistic.n3.XZ_ZX,other,60,0.823416770152938,0.6884090563901676,6884.0905639016755,False,False
link.n3.YY_YY,link_level_baseline,60,0.83333715565598,0.6703442798003375,6703.442798003375,False,False
link.n3.ZX_XZ,link_level_baseline,60,0.83333715565598,0.6703442798003375,6703.442798003375,False,False
link.n3.XZ_ZX,link_level_baseline,60,0.83333715565598,0.6703442798003375,6703.442798003375,False,False
end_optimistic.n3.YY_ZX,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n3.YY_XZ,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n3.ZX_YY,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n3.ZX_ZX,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n3.XZ_YY,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n3.XZ_XZ,other,60,0.906317288623857,0.6195951122376533,6195.951122376533,False,True
end_optimistic.n4.YY_YY_YY,other,80,0.7817106092645832,0.606120723217927,6061.207232179269,False,False
end_optimistic.n4.ZX_XZ_ZX,other,80,0.7817106092645832,0.606120723217927,6061.207232179269,False,False
end_optimistic.n4.XZ_ZX_XZ,other,80,0.7817106092645832,0.606120723217927,6061.207232179269,False,False
link.n3.YY_ZX,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n3.YY_XZ,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n3.ZX_YY,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n3.ZX_ZX,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n3.XZ_YY,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n3.XZ_XZ,link_level_baseline,60,0.9342974445079805,0.5877417531168587,5877.417531168587,True,True
link.n4.YY_YY_YY,link_level_baseline,80,0.7912211552027669,0.58665577364821,5866.557736482099,False,False
link.n4.ZX_XZ_ZX,link_level_baseline,80,0.7912211552027669,0.58665577364821,5866.557736482099,False,False
link.n4.XZ_ZX_XZ,link_level_baseline,80,0.7912211552027669,0.58665577364821,5866.557736482099,False,False
